classe1,classe2,classe3,classe4,classe5,classe6,codigo,codigo_pai,dispositivo_legal,artigo,sigla,alteracoes,glossario,dt_publicacao,dt_alteracao,dt_inativacao,dt_reativacao
PROCESSO CÍVEL E DO TRABALHO,Outros Procedimentos,Cartas,Carta de Ordem Cível,-,-,258,257,CPC 2015,260 a 268,CartOrdCiv,NA,"Art. 260.  São requisitos das cartas de ordem, precatória e rogatória:

	I - a indicação dos juízes de origem e de cumprimento do ato;

	II - o inteiro teor da petição, do despacho judicial e do instrumento do mandato conferido ao advogado;

	III - a menção do ato processual que lhe constitui o objeto;

	IV - o encerramento com a assinatura do juiz.

	§ 1o O juiz mandará trasladar para a carta quaisquer outras peças, bem como instruí-la com mapa, desenho ou gráfico, sempre que esses documentos devam ser examinados, na diligência, pelas partes, pelos peritos ou pelas testemunhas.

	§ 2o Quando o objeto da carta for exame pericial sobre documento, este será remetido em original, ficando nos autos reprodução fotográfica.

	§ 3o A carta arbitral atenderá, no que couber, aos requisitos a que se refere o caput e será instruída com a convenção de arbitragem e com as provas da nomeação do árbitro e de sua aceitação da função.

	Art. 261.  Em todas as cartas o juiz fixará o prazo para cumprimento, atendendo à facilidade das comunicações e à natureza da diligência.

	§ 1o As partes deverão ser intimadas pelo juiz do ato de expedição da carta.

	§ 2o Expedida a carta, as partes acompanharão o cumprimento da diligência perante o juízo destinatário, ao qual compete a prática dos atos de comunicação.

	§ 3o A parte a quem interessar o cumprimento da diligência cooperará para que o prazo a que se refere o caput seja cumprido.

	Art. 262.  A carta tem caráter itinerante, podendo, antes ou depois de lhe ser ordenado o cumprimento, ser encaminhada a juízo diverso do que dela consta, a fim de se praticar o ato.

	Parágrafo único.  O encaminhamento da carta a outro juízo será imediatamente comunicado ao órgão expedidor, que intimará as partes.

	Art. 263.  As cartas deverão, preferencialmente, ser expedidas por meio eletrônico, caso em que a assinatura do juiz deverá ser eletrônica, na forma da lei.

	Art. 264.  A carta de ordem e a carta precatória por meio eletrônico, por telefone ou por telegrama conterão, em resumo substancial, os requisitos mencionados no art. 250, especialmente no que se refere à aferição da autenticidade.

	Art. 265.  O secretário do tribunal, o escrivão ou o chefe de secretaria do juízo deprecante transmitirá, por telefone, a carta de ordem ou a carta precatória ao juízo em que houver de se cumprir o ato, por intermédio do escrivão do primeiro ofício da primeira vara, se houver na comarca mais de um ofício ou de uma vara, observando-se, quanto aos requisitos, o disposto no art. 264.

	§ 1o O escrivão ou o chefe de secretaria, no mesmo dia ou no dia útil imediato, telefonará ou enviará mensagem eletrônica ao secretário do tribunal, ao escrivão ou ao chefe de secretaria do juízo deprecante, lendo-lhe os termos da carta e solicitando-lhe que os confirme.

	§ 2o Sendo confirmada, o escrivão ou o chefe de secretaria submeterá a carta a despacho.

	Art. 266.  Serão praticados de ofício os atos requisitados por meio eletrônico e de telegrama, devendo a parte depositar, contudo, na secretaria do tribunal ou no cartório do juízo deprecante, a importância correspondente às despesas que serão feitas no juízo em que houver de praticar-se o ato.

	Art. 267.  O juiz recusará cumprimento a carta precatória ou arbitral, devolvendo-a com decisão motivada quando:

	I - a carta não estiver revestida dos requisitos legais;

	II - faltar ao juiz competência em razão da matéria ou da hierarquia;

	III - o juiz tiver dúvida acerca de sua autenticidade.

	Parágrafo único.  No caso de incompetência em razão da matéria ou da hierarquia, o juiz deprecado, conforme o ato a ser praticado, poderá remeter a carta ao juiz ou ao tribunal competente.

	Art. 268. Cumprida a carta, será devolvida ao juízo de origem no prazo de 10 (dez) dias, independentemente de traslado, pagas as custas pela parte.",NA,2010-10-14T13:13:07Z,NA,NA
PROCESSO CÍVEL E DO TRABALHO,Outros Procedimentos,Cartas,Carta Precatória Cível,-,-,261,257,CPC 2015,260 a 268,CartPrecCiv,NA,"Art. 260.  São requisitos das cartas de ordem, precatória e rogatória:

	I - a indicação dos juízes de origem e de cumprimento do ato;

	II - o inteiro teor da petição, do despacho judicial e do instrumento do mandato conferido ao advogado;

	III - a menção do ato processual que lhe constitui o objeto;

	IV - o encerramento com a assinatura do juiz.

	§ 1o O juiz mandará trasladar para a carta quaisquer outras peças, bem como instruí-la com mapa, desenho ou gráfico, sempre que esses documentos devam ser examinados, na diligência, pelas partes, pelos peritos ou pelas testemunhas.

	§ 2o Quando o objeto da carta for exame pericial sobre documento, este será remetido em original, ficando nos autos reprodução fotográfica.

	§ 3o A carta arbitral atenderá, no que couber, aos requisitos a que se refere o caput e será instruída com a convenção de arbitragem e com as provas da nomeação do árbitro e de sua aceitação da função.

	Art. 261.  Em todas as cartas o juiz fixará o prazo para cumprimento, atendendo à facilidade das comunicações e à natureza da diligência.

	§ 1o As partes deverão ser intimadas pelo juiz do ato de expedição da carta.

	§ 2o Expedida a carta, as partes acompanharão o cumprimento da diligência perante o juízo destinatário, ao qual compete a prática dos atos de comunicação.

	§ 3o A parte a quem interessar o cumprimento da diligência cooperará para que o prazo a que se refere o caput seja cumprido.

	Art. 262.  A carta tem caráter itinerante, podendo, antes ou depois de lhe ser ordenado o cumprimento, ser encaminhada a juízo diverso do que dela consta, a fim de se praticar o ato.

	Parágrafo único.  O encaminhamento da carta a outro juízo será imediatamente comunicado ao órgão expedidor, que intimará as partes.

	Art. 263.  As cartas deverão, preferencialmente, ser expedidas por meio eletrônico, caso em que a assinatura do juiz deverá ser eletrônica, na forma da lei.

	Art. 264.  A carta de ordem e a carta precatória por meio eletrônico, por telefone ou por telegrama conterão, em resumo substancial, os requisitos mencionados no art. 250, especialmente no que se refere à aferição da autenticidade.

	Art. 265.  O secretário do tribunal, o escrivão ou o chefe de secretaria do juízo deprecante transmitirá, por telefone, a carta de ordem ou a carta precatória ao juízo em que houver de se cumprir o ato, por intermédio do escrivão do primeiro ofício da primeira vara, se houver na comarca mais de um ofício ou de uma vara, observando-se, quanto aos requisitos, o disposto no art. 264.

	§ 1o O escrivão ou o chefe de secretaria, no mesmo dia ou no dia útil imediato, telefonará ou enviará mensagem eletrônica ao secretário do tribunal, ao escrivão ou ao chefe de secretaria do juízo deprecante, lendo-lhe os termos da carta e solicitando-lhe que os confirme.

	§ 2o Sendo confirmada, o escrivão ou o chefe de secretaria submeterá a carta a despacho.

	Art. 266.  Serão praticados de ofício os atos requisitados por meio eletrônico e de telegrama, devendo a parte depositar, contudo, na secretaria do tribunal ou no cartório do juízo deprecante, a importância correspondente às despesas que serão feitas no juízo em que houver de praticar-se o ato.

	Art. 267.  O juiz recusará cumprimento a carta precatória ou arbitral, devolvendo-a com decisão motivada quando:

	I - a carta não estiver revestida dos requisitos legais;

	II - faltar ao juiz competência em razão da matéria ou da hierarquia;

	III - o juiz tiver dúvida acerca de sua autenticidade.

	Parágrafo único.  No caso de incompetência em razão da matéria ou da hierarquia, o juiz deprecado, conforme o ato a ser praticado, poderá remeter a carta ao juiz ou ao tribunal competente.

	Art. 268. Cumprida a carta, será devolvida ao juízo de origem no prazo de 10 (dez) dias, independentemente de traslado, pagas as custas pela parte.",NA,2010-10-14T13:13:15Z,NA,NA
PROCESSO CÍVEL E DO TRABALHO,Outros Procedimentos,Cartas,Carta Rogatória Cível,-,-,264,257,CF,"109, X",RogatoCiv,NA,"Cadastamento, prioritariamente, pelo Juízo Rogado. Competência para cumprimento é exclusiva da Justiça Federal. Justiça Estadual pode ser eventualmente solicitada a auxiliar no cumprimento, mas isso deve ser feito através de Carta Precatória para cumprimento específico. Art. 109. Aos juízes federais compete processar e julgar: X - os crimes de ingresso ou permanência irregular de estrangeiro, a execução de carta rogatória, após o exequatur, e de sentença estrangeira, após a homologação, as causas referentes à nacionalidade, inclusive a respectiva opção, e à naturalização. Classe marcada para a JT por solicitação da Corregedoria Geral da Justiça do Trabalho, inclusive para facilitar o controle das Cartas Rogatórias expedidas.",NA,2010-10-14T13:13:24Z,NA,NA
PROCESSO CÍVEL E DO TRABALHO,Outros Procedimentos,Incidentes,Carta Rogatória Cível,-,-,215,214,CPC 2015,Diversos,Inc,NA,"Referentes a questões (pontos controvertidos)  acessórios, que surgem no curso da demanda principal e que vêm a ser propostas ao longo das causas principais, devendo ser julgadas antes das decisões principais. Não geram uma nove relação processual.",NA,NA,NA,NA
PROCESSO CÍVEL E DO TRABALHO,Outros Procedimentos,Incidentes,Assistência Judiciária,-,-,218,215,CPC 2015,99,AssJud,NA,"Só autua em separado quando denegado o pedido de assistência judiciária. Artigo 6º - O pedido, quando formulado no curso da ação, não a suspenderá, podendo o juiz, em face das provas, conceder ou denegar de plano o benefício de assistência. A petição, neste caso, será autuada em separado, apensando-se os respectivos autos aos da causa principal, depois de resolvido o incidente.",NA,2017-05-05T15:15:06Z,NA,NA
PROCESSO CÍVEL E DO TRABALHO,Outros Procedimentos,Incidentes,Classificação de Crédito Público,-,-,14991,215,Lei 11.101/2005,7º-A,CCP,NA,"Atende ao disposto no Artigo 7º-A da Lei nº 11.101/2005, incluído pela Lei nº 14.112/2020, com o objetivo de auxiliar a Fazenda Pública na busca pela satisfação de seus créditos.",2021-12-03T00:00:00Z,NA,NA,NA
PROCESSO CÍVEL E DO TRABALHO,Outros Procedimentos,Incidentes,Embargos Parciais à Ação Monitória,-,-,12153,215,CPC 2015,"702, §7º",EmbParcMonit,NA,"Classe para distribuição de embargos parciais à ação monitória na situação prevista no art. 702, § 7º, do CPC/2015:

	Art. 702. Independentemente de prévia segurança do juízo, o réu poderá opor, nos próprios autos, no prazo previsto no art. 701 , embargos à ação monitória.

	.............................................................

	§ 7º A critério do juiz, os embargos serão autuados em apartado, se parciais, constituindo-se de pleno direito o título executivo judicial em relação à parcela incontroversa.",2017-11-24T00:00:00Z,NA,NA,NA
PROCESSO CÍVEL E DO TRABALHO,Outros Procedimentos,Incidentes,Exceções,-,-,224,215,NA,NA,Exceco,NA,NA,NA,2018-10-15T19:05:49Z,NA,NA
PROCESSO CÍVEL E DO TRABALHO,Outros Procedimentos,Incidentes,Exceções,Exceção de Impedimento,-,1230,224,CPC,"134, 304, 312 e ss.",ExcImp,NA,"Art. 134. É defeso ao juiz exercer as suas funções no processo contencioso ou voluntário:
I - de que for parte;
II - em que interveio como mandatário da parte, oficiou como perito, funcionou como órgão do Ministério Público, ou prestou depoimento como testemunha;
III - que conheceu em primeiro grau de jurisdição, tendo-lhe proferido sentença ou decisão;
IV - quando nele estiver postulando, como advogado da parte, o seu cônjuge ou qualquer parente seu, consangüíneo ou afim, em linha reta; ou na linha colateral até o segundo grau;
V - quando cônjuge, parente, consangüíneo ou afim, de alguma das partes, em linha reta ou, na colateral, até o terceiro grau;
VI - quando for órgão de direção ou de administração de pessoa jurídica, parte na causa.
Parágrafo único. No caso do no IV, o impedimento só se verifica quando o advogado já estava exercendo o patrocínio da causa; é, porém, vedado ao advogado pleitear no processo, a fim de criar o impedimento do juiz.
Art. 304. É lícito a qualquer das partes argüir, por meio de exceção, a incompetência (art. 112), o impedimento (art. 134) ou a suspeição (art. 135).
Art. 312. A parte oferecerá a exceção de impedimento ou de suspeição, especificando o motivo da recusa (arts. 134 e 135). A petição, dirigida ao juiz da causa, poderá ser instruída com documentos em que o excipiente fundar a alegação e conterá o rol de testemunhas.",NA,2017-05-05T15:15:30Z,NA,NA
PROCESSO CÍVEL E DO TRABALHO,Outros Procedimentos,Incidentes,Exceções,Exceção de Incompetência,-,1232,224,CPC,"112, 304  e 307 e ss.",ExcInc,NA,"Classe facultativa na JT, mas será tratada, obrigatoriamente, na tabela de movimentos. 

Art. 112. Argúi-se, por meio de exceção, a incompetência relativa.
Parágrafo único. A nulidade da cláusula de eleição de foro, em contrato de adesão, pode ser declarada de ofício pelo juiz, que declinará de competência para o juízo de domicílio do réu.(Incluído pela Lei nº 11.280, de 2006)
Art. 304. É lícito a qualquer das partes argüir, por meio de exceção, a incompetência (art. 112), o impedimento (art. 134) ou a suspeição (art. 135).
Art. 307. O excipiente argüirá a incompetência em petição fundamentada e devidamente instruída, indicando o juízo para o qual declina.",NA,2016-03-14T15:14:10Z,NA,NA
PROCESSO CÍVEL E DO TRABALHO,Outros Procedimentos,Incidentes,Exceções,Exceção de Suspeição,-,1231,224,CPC,"135, 304 e 312 e ss",ExcSusp,NA,"Art. 135. Reputa-se fundada a suspeição de parcialidade do juiz, quando: I - amigo íntimo ou inimigo capital de qualquer das partes; II - alguma das partes for credora ou devedora do juiz, de seu cônjuge ou de parentes destes, em linha reta ou na colateral até o terceiro grau; III - herdeiro presuntivo, donatário ou empregador de alguma das partes; IV - receber dádivas antes ou depois de iniciado o processo; aconselhar alguma das partes acerca do objeto da causa, ou subministrar meios para atender às despesas do litígio; V - interessado no julgamento da causa em favor de uma das partes. Parágrafo único. Poderá ainda o juiz declarar-se suspeito por motivo íntimo. Art. 304. É lícito a qualquer das partes argüir, por meio de exceção, a incompetência (art. 112), o impedimento (art. 134) ou a suspeição (art. 135). Art. 312. A parte oferecerá a exceção de impedimento ou de suspeição, especificando o motivo da recusa (arts. 134 e 135). A petição, dirigida ao juiz da causa, poderá ser instruída com documentos em que o excipiente fundar a alegação e conterá o rol de testemunhas",NA,2017-05-05T15:15:34Z,NA,NA
